player_id,player_name,team_abbreviation,primary_archetype,secondary_archetype,archetype_confidence,archetype_reasons,shooting_efficiency_category,shotquality_pbp_profile_label,shot_diet_profile_label,specialized_shooter_label,shot_diet_risk_label
1643444,Ta'Niya Latson,LAS,High-Leverage Connector,No Clear Shooting Specialty,0.62,balanced profile without a single dominant value signal,Efficiency Concern,Average Shot Quality Profile,Modern Shot Diet,No Clear Shooting Specialty,Clean Shot Profile
203024,Damiris Dantas,IND,Spacing Guard/Wing,High-Volume Low-Efficiency Shooter,0.7,three-point volume is the clearest offensive value signal,Low Efficiency,Average Shot Quality Profile,Modern Shot Diet,High-Volume Low-Efficiency Shooter,Clean Shot Profile
1642321,Sydney Taylor,CHI,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Average Efficiency,Average Shot Quality Profile,Modern Shot Diet,No Clear Shooting Specialty,Clean Shot Profile
1631021,Sika Kone,ATL,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Efficiency Concern,High-Quality Shot Profile,Modern Shot Diet,No Clear Shooting Specialty,Clean Shot Profile
1642794,Juste Jocyte,GSV,High-Leverage Connector,No Clear Shooting Specialty,0.62,balanced profile without a single dominant value signal,Low Efficiency,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Low Pressure Profile
1629482,Sophie Cunningham,IND,Shot-Making Wing,Above-Break Spacer,0.74,positive shot-making delta with real perimeter volume,Elite Efficiency,Average Shot Quality Profile,Modern Shot Diet,Above-Break Spacer,Clean Shot Profile
1642814,Taylor Thierry,SEA,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Efficiency Concern,Average Shot Quality Profile,Perimeter-Leaning,No Clear Shooting Specialty,High Variance Profile
1630112,Tyasha Harris,IND,Spacing Guard/Wing,High-Volume Low-Efficiency Shooter,0.7,watchlist workload keeps the signal promising but not fully eligible; three-point volume is the clearest offensive value signal,Efficiency Concern,Average Shot Quality Profile,Modern Shot Diet,High-Volume Low-Efficiency Shooter,Clean Shot Profile
1641683,Holly Winterburn,PDX,High-Leverage Connector,No Clear Shooting Specialty,0.62,balanced profile without a single dominant value signal,Efficiency Concern,Average Shot Quality Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Balanced / Low Risk
1629496,Ezi Magbegor,SEA,Rim-Pressure Finisher,No Clear Shooting Specialty,0.7,rim-heavy profile creates paint pressure,Average Efficiency,Average Shot Quality Profile,Paint-Oriented,No Clear Shooting Specialty,Clean Shot Profile
204319,Jewell Loyd,LVA,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Average Efficiency,Average Shot Quality Profile,Modern Shot Diet,No Clear Shooting Specialty,Clean Shot Profile
1629574,Li Yueru,DAL,Spacing Guard/Wing,High-Volume Low-Efficiency Shooter,0.7,three-point volume is the clearest offensive value signal,Low Efficiency,Average Shot Quality Profile,Perimeter-Leaning,High-Volume Low-Efficiency Shooter,Clean Shot Profile
202664,Courtney Vandersloot,CHI,Rim-Pressure Finisher,Low-Volume Efficient Shooter,0.7,rim-heavy profile creates paint pressure,Elite Efficiency,High-Quality Shots + Strong Making,Unavailable Shot Diet,Low-Volume Efficient Shooter,Balanced / Low Risk
1628242,Emma Cannon,LAS,Shot-Making Wing,Low-Volume Efficient Shooter,0.74,positive shot-making delta with real perimeter volume,Elite Efficiency,High-Quality Shots + Strong Making,Perimeter-Leaning,Low-Volume Efficient Shooter,Clean Shot Profile
1643429,Gianna Kneepkens,CON,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Low Efficiency,Average Shot Quality Profile,Balanced Shot Diet,No Clear Shooting Specialty,Midrange-Heavy Risk
1641656,Laeticia Amihere,GSV,Efficient Interior Anchor,No Clear Shooting Specialty,0.76,watchlist workload keeps the signal promising but not fully eligible; paint-heavy shot diet with strong rebounding volume,Low Efficiency,Average Shot Quality Profile,Paint-Oriented,No Clear Shooting Specialty,Clean Shot Profile
1630148,Jihyun Park,LAS,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Average Efficiency,High-Quality Shot Profile,Perimeter-Leaning,No Clear Shooting Specialty,Clean Shot Profile
1630384,Raquel Carrera,NYL,Shot-Making Wing,Low-Volume Efficient Shooter,0.74,positive shot-making delta with real perimeter volume,Elite Efficiency,Average Shot Quality Profile,Paint-Oriented,Low-Volume Efficient Shooter,Clean Shot Profile
1631263,Nikolina Milic,TOR,High-Leverage Connector,Rim Pressure Finisher,0.62,balanced profile without a single dominant value signal,Low Efficiency,Average Shot Quality Profile,Paint-Oriented,Rim Pressure Finisher,Spacing-Limited Profile
1643479,Ndjakalenga Mwenentanda,GSV,High-Leverage Connector,No Clear Shooting Specialty,0.62,balanced profile without a single dominant value signal,Unknown,High-Quality Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
202252,Alysha Clark,DAL,Spacing Guard/Wing,Above-Break Spacer,0.7,three-point volume is the clearest offensive value signal,Efficiency Concern,High-Quality Shot Profile,Perimeter-Leaning,Above-Break Spacer,Clean Shot Profile
1643457,Teonni Key,TOR,Rim-Pressure Finisher,No Clear Shooting Specialty,0.7,watchlist workload keeps the signal promising but not fully eligible; rim-heavy profile creates paint pressure,Low Efficiency,Average Shot Quality Profile,Modern Shot Diet,No Clear Shooting Specialty,Clean Shot Profile
1643525,Alex Fowler,NYL,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Average Efficiency,High-Quality Shot Profile,Perimeter-Leaning,No Clear Shooting Specialty,Clean Shot Profile
1642210,Julie Vanloo,NYL,High-Leverage Connector,Low-Volume Efficient Shooter,0.62,balanced profile without a single dominant value signal,Elite Efficiency,Average Shot Quality Profile,Unavailable Shot Diet,Low-Volume Efficient Shooter,Specialist-Dependent
1642790,Sania Feagin,LAS,Rim-Pressure Finisher,No Clear Shooting Specialty,0.7,rim-heavy profile creates paint pressure,Unknown,High-Quality Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
204296,Rebecca Allen,NYL,Spacing Guard/Wing,High-Volume Low-Efficiency Shooter,0.7,three-point volume is the clearest offensive value signal,Efficiency Concern,Average Shot Quality Profile,Modern Shot Diet,High-Volume Low-Efficiency Shooter,Clean Shot Profile
1643706,Ornella Bankole,TOR,Defense/Glass Value,No Clear Shooting Specialty,0.68,defensive event or rebounding value leads the profile,Unknown,High-Quality Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
1642775,Alex Wilson,WAS,Spacing Guard/Wing,Corner Spacer,0.7,three-point volume is the clearest offensive value signal,Efficiency Concern,Average Shot Quality Profile,Perimeter-Leaning,Corner Spacer,Clean Shot Profile
1628882,Lexie Brown,SEA,Shot-Making Wing,Low-Volume Efficient Shooter,0.74,positive shot-making delta with real perimeter volume,Elite Efficiency,Average Shot Quality Profile,Modern Shot Diet,Low-Volume Efficient Shooter,Clean Shot Profile
1628278,Shatori Walker-Kimbrough,IND,High-Leverage Connector,No Clear Shooting Specialty,0.62,balanced profile without a single dominant value signal,Unknown,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
1630469,Marine Fauthoux,NYL,High-Leverage Connector,No Clear Shooting Specialty,0.62,balanced profile without a single dominant value signal,Unknown,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
1643686,Nadia Fingall,GSV,High-Leverage Connector,Low-Volume Efficient Shooter,0.62,balanced profile without a single dominant value signal,Elite Efficiency,Tough-Shot Maker,Unavailable Shot Diet,Low-Volume Efficient Shooter,Specialist-Dependent
1642801,Aaliyah Nye,ATL,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Efficiency Concern,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Midrange-Heavy Risk
1643448,Nell Angloma,CON,High-Leverage Connector,No Clear Shooting Specialty,0.62,balanced profile without a single dominant value signal,Low Efficiency,Average Shot Quality Profile,Paint-Oriented,No Clear Shooting Specialty,Midrange-Heavy Risk
1631039,Miela Sowah,GSV,High-Leverage Connector,No Clear Shooting Specialty,0.62,balanced profile without a single dominant value signal,Unknown,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
1643424,Costanza Verona,DAL,High-Leverage Connector,Low-Volume Efficient Shooter,0.62,balanced profile without a single dominant value signal,Elite Efficiency,Tough-Shot Maker,Unavailable Shot Diet,Low-Volume Efficient Shooter,Specialist-Dependent
1630138,Peyton Williams,PHX,Defense/Glass Value,No Clear Shooting Specialty,0.68,defensive event or rebounding value leads the profile,Unknown,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
1643458,Saylor Poffenbarger,CHI,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Unknown,Average Shot Quality Profile,Unavailable Shot Diet,No Clear Shooting Specialty,High Variance Profile
1630108,Mariella Fasoula,TOR,Rim-Pressure Finisher,No Clear Shooting Specialty,0.7,rim-heavy profile creates paint pressure,Efficiency Concern,Average Shot Quality Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Balanced / Low Risk
1641695,Ashten Prechtel,GSV,Shot-Making Wing,Low-Volume Efficient Shooter,0.74,positive shot-making delta with real perimeter volume,Elite Efficiency,High-Quality Shots + Strong Making,Perimeter-Leaning,Low-Volume Efficient Shooter,Clean Shot Profile
1630115,Joyner Holmes,SEA,Efficient Interior Anchor,No Clear Shooting Specialty,0.76,paint-heavy shot diet with strong rebounding volume,Efficiency Concern,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Balanced / Low Risk
1641660,Zia Cooke,SEA,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Efficiency Concern,Tough Shot Profile,Diversified Shot Profile,No Clear Shooting Specialty,Midrange-Heavy Risk
204468,Valeriane Ayayi,PHX,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,watchlist workload keeps the signal promising but not fully eligible; three-point volume is the clearest offensive value signal,Low Efficiency,Average Shot Quality Profile,Modern Shot Diet,No Clear Shooting Specialty,Clean Shot Profile
1641652,Maddy Siegrist,DAL,High-Leverage Connector,Balanced Three-Level Scorer,0.62,balanced profile without a single dominant value signal,Average Efficiency,Average Shot Quality Profile,Diversified Shot Profile,Balanced Three-Level Scorer,Balanced / Low Risk
1642808,JJ Quinerly,DAL,Defense/Glass Value,No Clear Shooting Specialty,0.68,defensive event or rebounding value leads the profile,Efficiency Concern,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Midrange-Heavy Risk
1643488,Emma Cechova,MIN,Rim-Pressure Finisher,Low-Volume Efficient Shooter,0.7,rim-heavy profile creates paint pressure,Elite Efficiency,High-Quality Shots + Strong Making,Unavailable Shot Diet,Low-Volume Efficient Shooter,Specialist-Dependent
1642815,Makayla Timpson,IND,Rim-Pressure Finisher,Low-Volume Efficient Shooter,0.7,watchlist workload keeps the signal promising but not fully eligible; rim-heavy profile creates paint pressure,Strong Efficiency,High-Quality Shot Profile,Unavailable Shot Diet,Low-Volume Efficient Shooter,Specialist-Dependent
1630134,Sug Sutton,DAL,High-Leverage Connector,Midrange Specialist,0.62,balanced profile without a single dominant value signal,Average Efficiency,Average Shot Quality Profile,Diversified Shot Profile,Midrange Specialist,Midrange-Heavy Risk
1642767,Janelle Salaun,GSV,Spacing Guard/Wing,Above-Break Spacer,0.7,three-point volume is the clearest offensive value signal,Average Efficiency,Average Shot Quality Profile,Modern Shot Diet,Above-Break Spacer,Clean Shot Profile
1629539,Amy Okonkwo,ATL,Defense/Glass Value,No Clear Shooting Specialty,0.68,defensive event or rebounding value leads the profile,Unknown,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
1627671,Rachel Banham,CHI,Spacing Guard/Wing,High-Volume Low-Efficiency Shooter,0.7,watchlist workload keeps the signal promising but not fully eligible; three-point volume is the clearest offensive value signal,Low Efficiency,Average Shot Quality Profile,Modern Shot Diet,High-Volume Low-Efficiency Shooter,Clean Shot Profile
1631083,Emily Engstler,PDX,Defense/Glass Value,No Clear Shooting Specialty,0.68,defensive event or rebounding value leads the profile,Average Efficiency,Average Shot Quality Profile,Balanced Shot Diet,No Clear Shooting Specialty,Clean Shot Profile
1630154,Kamiah Smalls,PDX,High-Leverage Connector,Low-Volume Efficient Shooter,0.62,balanced profile without a single dominant value signal,Elite Efficiency,Average Shot Quality Profile,Unavailable Shot Diet,Low-Volume Efficient Shooter,Specialist-Dependent
1642788,Bree Hall,IND,High-Leverage Connector,Corner Spacer,0.62,balanced profile without a single dominant value signal,Average Efficiency,Tough-Shot Maker,Unavailable Shot Diet,Corner Spacer,Midrange-Heavy Risk
1643470,Shay Ciezki,PHX,Rim-Pressure Finisher,Low-Volume Efficient Shooter,0.7,rim-heavy profile creates paint pressure,Elite Efficiency,Average Shot Quality Profile,Unavailable Shot Diet,Low-Volume Efficient Shooter,Specialist-Dependent
1643461,Laura Ziegler,LAS,High-Leverage Connector,No Clear Shooting Specialty,0.62,balanced profile without a single dominant value signal,Efficiency Concern,High-Quality Shot Profile,Paint-Oriented,No Clear Shooting Specialty,Clean Shot Profile
204323,Cheyenne Parker-Tyus,LVA,Rim-Pressure Finisher,No Clear Shooting Specialty,0.7,watchlist workload keeps the signal promising but not fully eligible; rim-heavy profile creates paint pressure,Average Efficiency,Average Shot Quality Profile,Paint-Oriented,No Clear Shooting Specialty,Clean Shot Profile
1630993,Anneli Maley,NYL,Defense/Glass Value,No Clear Shooting Specialty,0.68,defensive event or rebounding value leads the profile,Unknown,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Midrange-Heavy Risk
1630461,Kiana Williams,LAS,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Low Efficiency,Average Shot Quality Profile,Modern Shot Diet,No Clear Shooting Specialty,Clean Shot Profile
1642817,Hailey Van Lith,CON,Shot-Making Wing,Midrange Specialist,0.74,positive shot-making delta with real perimeter volume,Average Efficiency,Tough-Shot Maker,Midrange-Heavy,Midrange Specialist,Midrange-Heavy Risk
1643473,Taina Mair,SEA,Primary Engine,No Clear Shooting Specialty,0.82,high usage paired with strong playmaking volume,Unknown,Tough Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Balanced / Low Risk
1643490,Eliska Hamzova,MIN,Rim-Pressure Finisher,No Clear Shooting Specialty,0.7,rim-heavy profile creates paint pressure,Efficiency Concern,High-Quality Shot Profile,Perimeter-Leaning,No Clear Shooting Specialty,Clean Shot Profile
1642822,Kaitlyn Chen,GSV,Shot-Making Wing,Low-Volume Efficient Shooter,0.74,watchlist workload keeps the signal promising but not fully eligible; positive shot-making delta with real perimeter volume,Strong Efficiency,Tough-Shot Maker,Midrange-Heavy,Low-Volume Efficient Shooter,Balanced / Low Risk
1643441,Raegan Beers,CON,Efficient Interior Anchor,Low-Volume Efficient Shooter,0.76,paint-heavy shot diet with strong rebounding volume,Strong Efficiency,High-Quality Shots + Strong Making,Paint-Oriented,Low-Volume Efficient Shooter,Clean Shot Profile
1642818,Maddy Westbeld,CHI,High-Leverage Connector,No Clear Shooting Specialty,0.62,balanced profile without a single dominant value signal,Efficiency Concern,High-Quality Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
1629479,Teaira McCowan,MIN,Rim-Pressure Finisher,Rim Pressure Finisher,0.7,rim-heavy profile creates paint pressure,Low Efficiency,Tough Shot Profile,Unavailable Shot Diet,Rim Pressure Finisher,Midrange-Heavy Risk
1642786,Aicha Coulibaly,CHI,Rim-Pressure Finisher,No Clear Shooting Specialty,0.7,rim-heavy profile creates paint pressure,Efficiency Concern,High-Quality Shot Profile,Paint-Oriented,No Clear Shooting Specialty,Clean Shot Profile
1642826,Aubrey Griffin,NYL,High-Leverage Connector,Low-Volume Efficient Shooter,0.62,balanced profile without a single dominant value signal,Elite Efficiency,Tough-Shot Maker,Unavailable Shot Diet,Low-Volume Efficient Shooter,Specialist-Dependent
1631006,Kierstan Bell,LVA,Spacing Guard/Wing,High-Volume Low-Efficiency Shooter,0.7,watchlist workload keeps the signal promising but not fully eligible; three-point volume is the clearest offensive value signal,Efficiency Concern,Average Shot Quality Profile,Modern Shot Diet,High-Volume Low-Efficiency Shooter,Clean Shot Profile
1643437,Ashlon Jackson,CON,Defense/Glass Value,No Clear Shooting Specialty,0.68,defensive event or rebounding value leads the profile,Average Efficiency,High-Quality Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
1629488,Brianna Turner,LVA,Rim-Pressure Finisher,Low-Volume Efficient Shooter,0.7,watchlist workload keeps the signal promising but not fully eligible; rim-heavy profile creates paint pressure,Strong Efficiency,Average Shot Quality Profile,Unavailable Shot Diet,Low-Volume Efficient Shooter,Balanced / Low Risk
203026,Tiffany Hayes,GSV,Rising Sample Watch,No Clear Shooting Specialty,0.6,watchlist workload keeps the signal promising but not fully eligible,Average Efficiency,Tough Shot Profile,Balanced Shot Diet,No Clear Shooting Specialty,Balanced / Low Risk
204335,Betnijah Laney-Hamilton,NYL,Spacing Guard/Wing,High-Volume Low-Efficiency Shooter,0.7,watchlist workload keeps the signal promising but not fully eligible; three-point volume is the clearest offensive value signal,Low Efficiency,Tough Shot Profile,Perimeter-Leaning,High-Volume Low-Efficiency Shooter,High Variance Profile
1642324,Kate Martin,LAS,Shot-Making Wing,Corner Spacer,0.74,positive shot-making delta with real perimeter volume,Average Efficiency,Average Shot Quality Profile,Perimeter-Leaning,Corner Spacer,Clean Shot Profile
1643438,Marta Suarez,PHX,Rim-Pressure Finisher,No Clear Shooting Specialty,0.7,rim-heavy profile creates paint pressure,Average Efficiency,High-Quality Shot Profile,Paint-Oriented,No Clear Shooting Specialty,Clean Shot Profile
1642820,Liatu King,MIN,Shot-Making Wing,Low-Volume Efficient Shooter,0.74,positive shot-making delta with real perimeter volume,Elite Efficiency,High-Quality Shots + Strong Making,Modern Shot Diet,Low-Volume Efficient Shooter,Clean Shot Profile
1629581,Emese Hof,MIN,Rim-Pressure Finisher,Rim Pressure Finisher,0.7,rim-heavy profile creates paint pressure,Average Efficiency,Average Shot Quality Profile,Unavailable Shot Diet,Rim Pressure Finisher,Specialist-Dependent
1643487,Quionche Carter,PHX,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,three-point volume is the clearest offensive value signal,Efficiency Concern,Tough Shot Profile,Perimeter-Leaning,No Clear Shooting Specialty,Clean Shot Profile
1630150,Chennedy Carter,LVA,Rising Sample Watch,Balanced Three-Level Scorer,0.6,watchlist workload keeps the signal promising but not fully eligible,Elite Efficiency,Average Shot Quality Profile,Paint-Oriented,Balanced Three-Level Scorer,Balanced / Low Risk
1630149,Satou Sabally,NYL,Spacing Guard/Wing,Perimeter Volume Threat,0.7,watchlist workload keeps the signal promising but not fully eligible; three-point volume is the clearest offensive value signal,Average Efficiency,Average Shot Quality Profile,Modern Shot Diet,Perimeter Volume Threat,Clean Shot Profile
1628915,Kia Nurse,TOR,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,watchlist workload keeps the signal promising but not fully eligible; three-point volume is the clearest offensive value signal,Average Efficiency,Average Shot Quality Profile,Modern Shot Diet,No Clear Shooting Specialty,Clean Shot Profile
1642287,Cameron Brink,LAS,Shot-Making Wing,Low-Volume Efficient Shooter,0.74,watchlist workload keeps the signal promising but not fully eligible; positive shot-making delta with real perimeter volume,Strong Efficiency,Average Shot Quality Profile,Modern Shot Diet,Low-Volume Efficient Shooter,Clean Shot Profile
1631118,Lexi Held,PHX,Spacing Guard/Wing,Balanced Three-Level Scorer,0.7,watchlist workload keeps the signal promising but not fully eligible; three-point volume is the clearest offensive value signal,Average Efficiency,Average Shot Quality Profile,Perimeter-Leaning,Balanced Three-Level Scorer,Clean Shot Profile
1643433,Raven Johnson,IND,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,watchlist workload keeps the signal promising but not fully eligible; three-point volume is the clearest offensive value signal,Average Efficiency,Average Shot Quality Profile,Perimeter-Leaning,No Clear Shooting Specialty,Clean Shot Profile
1629566,Han Xu,NYL,Shot-Making Wing,Low-Volume Efficient Shooter,0.74,watchlist workload keeps the signal promising but not fully eligible; positive shot-making delta with real perimeter volume,Elite Efficiency,Average Shot Quality Profile,Modern Shot Diet,Low-Volume Efficient Shooter,Clean Shot Profile
1642793,Aziaha James,DAL,Defense/Glass Value,No Clear Shooting Specialty,0.68,watchlist workload keeps the signal promising but not fully eligible; defensive event or rebounding value leads the profile,Low Efficiency,Tough Shot Profile,Midrange-Heavy,No Clear Shooting Specialty,Midrange-Heavy Risk
1643469,Indya Nivar,ATL,Efficient Interior Anchor,No Clear Shooting Specialty,0.76,paint-heavy shot diet with strong rebounding volume,Low Efficiency,High-Quality Shot Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
1642797,Anastasiia Olairi Kosu,MIN,Rim-Pressure Finisher,No Clear Shooting Specialty,0.7,watchlist workload keeps the signal promising but not fully eligible; rim-heavy profile creates paint pressure,Average Efficiency,Average Shot Quality Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Specialist-Dependent
1630471,Maya Caldwell,MIN,Spacing Guard/Wing,No Clear Shooting Specialty,0.7,watchlist workload keeps the signal promising but not fully eligible; three-point volume is the clearest offensive value signal,Low Efficiency,Average Shot Quality Profile,Diversified Shot Profile,No Clear Shooting Specialty,Clean Shot Profile
1643489,Antonia Delaere,MIN,Shot-Making Wing,Low-Volume Efficient Shooter,0.74,watchlist workload keeps the signal promising but not fully eligible; positive shot-making delta with real perimeter volume,Strong Efficiency,Average Shot Quality Profile,Modern Shot Diet,Low-Volume Efficient Shooter,Clean Shot Profile
203822,Rebekah Gardner,NYL,Rim-Pressure Finisher,Rim Pressure Finisher,0.7,rim-heavy profile creates paint pressure,Average Efficiency,High-Quality Shot Profile,Paint-Oriented,Rim Pressure Finisher,Clean Shot Profile
204322,Elizabeth Williams,CHI,Rim-Pressure Finisher,No Clear Shooting Specialty,0.7,rim-heavy profile creates paint pressure,Low Efficiency,Average Shot Quality Profile,Unavailable Shot Diet,No Clear Shooting Specialty,Midrange-Heavy Risk
1643462,Chance Gray,LAS,Spacing Guard/Wing,High-Volume Low-Efficiency Shooter,0.7,three-point volume is the clearest offensive value signal,Low Efficiency,High-Quality Shot Profile,Perimeter-Leaning,High-Volume Low-Efficiency Shooter,Clean Shot Profile
